132,11285,1613,11296
133,11699,211,148
134,4020,943,10165
135,13058,301,75
136,15558,652,10422
137,5455,528,11511
138,9791,137,4150
139,4372,1252,17385
140,6277,1590,13794
141,12747,505,4185
142,6251,1544,17666
143,8485,768,8492
144,11827,948,17549
145,2475,1899,13249
146,1051,768,3566
147,18782,873,11679
148,16063,31,4110
149,10398,1928,1246
150,19335,1737,11138
151,3303,528,2906
152,11982,112,1047
153,15231,827,11253
154,9715,1698,3343
155,5642,1104,13649
156,12332,1272,3321
157,9908,1968,12752
158,14858,148,18590
159,16904,1005,8341
160,13636,1459,1714
161,10723,605,18114
162,18742,835,14840
163,10325,46,2348
164,7827,63,2271
165,12118,1930,13110
166,5934,725,1499
167,11196,230,17104
168,10466,829,375
169,17798,55,10049
170,19796,124,14681
171,19729,46,1751
172,2293,1920,199
173,3553,795,18159
174,13979,1219,16148
175,4463,1833,14694
176,16015,65,17938
177,17970,1593,6092
178,13711,732,13800
179,1414,538,13314
180,17495,934,4093
181,15440,1664,16228
182,4178,751,6776
183,19367,1857,14129
184,2404,798,15312
185,15180,1544,18878
186,3108,1588,13756
187,13654,339,17249
188,19617,59,13
189,2354,403,10643
190,10710,735,5686
191,19039,399,13497
192,10295,838,13281
193,7172,1045,613
194,3063,635,16002
195,10687,599,1217
196,2013,851,17589
197,10064,843,12968
198,2184,575,14739
199,6486,442,2923
200,16725,717,11514
201,1966,887,19010
202,18507,1080,15376
203,12695,85,12673
204,12679,289,2959
205,19496,1347,16450
206,3982,1429,13450
207,4316,27,18377
208,6790,736,9564
209,10130,1832,16434
210,13304,1276,7016
211,13894,1591,4982
212,4484,1434,18333
213,12998,1997,5144
214,8773,1184,6550
215,17949,1983,5444
216,8609,1656,7752
217,13298,1456,10383
218,18448,938,556
219,10799,1740,14499
220,16575,708,17135
221,321,1865,10875
222,6144,317,11247
223,13432,454,9014
224,15350,1902,14940
225,6799,1113,13596
226,5503,539,13345
227,10057,1501,14521
228,12952,834,6945
229,11528,1514,7007
230,15136,1563,13562
231,2283,1351,17115
232,13742,1941,17083
233,11936,209,1095
234,17518,846,1177
235,14941,1841,13053
236,19817,1456,7599
237,15812,1678,12753
238,2662,1785,5448
239,17668,783,19695
240,13540,94,18707
241,11683,828,16114
242,2200,776,7778
243,6069,704,5007
244,5073,1843,6112
245,4842,614,19818
246,3417,1989,7147
247,9575,1973,4719
248,16283,929,5253
249,1588,239,10510
250,11315,169,14622
251,11917,668,1240
252,2872,1935,12489
253,4389,737,9019
254,2494,1104,46
255,2340,203,10737
256,768,559,19530
257,13355,254,9765
258,14353,1256,19027
259,939,54,5065
260,5665,1226,1447
261,4332,1871,143
262,11761,1204,3124
263,1946,733,9097
264,4365,1839,10973
265,13524,695,2117
266,4031,1116,3266
267,12984,449,2286
268,16077,1826,1846
269,11245,1181,19004
270,4263,555,18821
271,5189,1023,10328
272,17063,221,7932
273,5869,417,8313
274,16130,590,4826
275,311,1714,15574
276,15849,1106,1704
277,12028,1404,13874
278,12550,899,7346
279,369,896,19620
280,19527,1460,5729
281,16537,632,16383
282,7947,187,11404
283,2398,1316,4623
284,8802,205,6468
285,1174,78,18828
286,7639,505,1882
287,19759,1711,19461
288,3444,459,18264
289,3570,1060,15408
290,8879,388,9617
291,5824,1209,13252
292,11907,314,9225
293,9606,1803,3144
294,17435,987,494
295,13343,1567,7495
296,662,1118,19077
297,16382,1445,16338
298,12736,1756,14855
299,12389,979,13598
300,19096,1198,10694
301,193,424,15928
302,7125,1352,12143
303,1873,1686,18882
304,13598,1706,5547
305,9271,884,8801
306,16636,44,5582
307,17768,900,11081
308,10898,876,3234
309,6030,1294,243
310,1920,1607,14533
311,13058,1833,6228
312,8018,1017,2441
313,1698,978,7548
314,10988,513,8377
315,11283,229,11859
316,10096,1690,6928
317,16834,291,17642
318,17076,1218,16027
319,5814,1886,5255
320,16050,1032,2244
321,13,1782,11793
322,12790,580,3051
323,10683,1012,11611
324,19771,612,8024
325,1664,1932,15846
326,4091,727,13882
327,14165,1539,541
328,17454,1106,12553
329,678,227,15643
330,16540,1405,16362
331,14311,1301,7358
332,16774,1506,17983
333,4473,754,12394
334,15795,1473,5404
335,18700,921,1451
336,7224,200,16941
337,7159,894,4454
338,11893,161,3301
339,3986,1963,19338
340,11013,937,4225
341,4339,1276,13595
342,769,1870,3077
343,5121,861,11349
344,3550,1711,5866
345,10366,1078,16408
346,14214,1732,15061
347,17927,63,2504
348,18370,1999,18126
349,12066,1062,6681
350,18496,998,19644
351,5456,240,9598
352,16633,4,13224
353,1895,460,17917
354,11371,1981,9225
355,4559,380,5168
356,19574,1991,18170
357,14091,375,2515
358,18164,1560,15113
359,15247,127,16620
360,2064,566,9321
361,19777,1732,3917
362,3652,764,11233
363,6144,1726,11731
364,18674,611,8815
365,696,1671,9485
366,4056,766,18828
367,1613,1548,11928
368,3522,686,16616
369,6391,102,8226
370,10910,46,18401
371,16064,745,14999
372,18269,1407,4682
373,8929,1231,5160
374,1929,1576,11181
375,5615,1972,1600
376,19461,1092,12915
377,8439,1064,3103
378,13455,557,5314
379,6363,734,1844
380,10263,207,18994
381,9786,985,11999
382,4545,154,1667
383,14249,365,9256
384,11211,767,9961
385,12968,46,13642
386,19492,45,3146
387,1706,1429,11917
388,5089,1643,3558
389,10150,1758,6602
390,8520,852,14461
391,9603,521,998
392,209,1540,17162
393,11382,1117,11103
394,6139,1695,9013
395,18205,1569,3113
396,8223,246,7227
397,18520,46,9
398,7200,1210,18798
399,3146,321,7251
400,2970,1078,13870
401,2155,482,17816
402,15057,98,18481
403,4680,1423,15339
404,18688,714,15891
405,5770,1028,13498
406,1463,1686,991
407,3326,893,1225
408,3072,533,16453
409,19479,114,3527
410,11357,1340,19363
411,11421,1868,201
412,3306,1725,19070
413,10189,318,19645
414,11823,1984,5146
415,5051,1412,985
416,10269,1075,4468
417,8425,1513,5192
418,418,1581,14266
419,2396,1799,9223
420,9697,1095,6888
421,5438,286,6333
422,399,1953,6696
423,19130,819,2123
424,13563,953,9318
425,2451,582,17544
426,10281,769,3912
427,11212,797,15698
428,15859,1955,16554
429,11451,1108,11542
430,3947,728,5344
431,19221,1949,5987
432,9045,1379,18312
433,10994,1414,9698
434,8153,1551,18587
435,4099,615,9978
436,6246,485,18817
437,1086,571,8611
438,9528,93,2280
439,9596,1682,12260
440,16534,146,396
441,14999,1213,4061
442,19664,931,701
443,6317,105,18853
444,13570,447,9417
445,19549,1334,6536
446,2609,1776,6170
447,11892,58,9349
448,17754,81,3204
449,8686,394,9042
450,15798,1372,7909
451,6553,1082,3197
452,13573,1647,4885
453,12889,1837,16387
454,6605,1258,10304
455,160,1346,7947
456,18399,863,896
457,12030,907,31
458,9860,1301,11612
459,1217,264,11677
460,19420,927,14688
461,14338,194,8392
462,1607,1566,1481
463,12234,1116,19607
464,5387,447,5463
465,3840,757,9169
466,3871,1853,2225
467,3499,547,4963
468,15594,1845,12535
469,9452,530,17961
470,10194,136,17425
471,4723,1414,18037
472,18954,1037,1104
473,18765,844,17336
474,12167,1596,8130
475,14591,276,10002
476,3992,393,8476
477,518,1665,4257
478,13101,94,16583
479,9721,1805,6043
480,17507,173,2568
481,7054,759,18042
482,1878,436,17043
483,15831,200,15263
484,10349,545,13957
485,270,84,10745
486,7878,1186,1699
487,10146,604,5352
488,15411,690,18528
489,6423,475,3074
490,8483,535,11339
491,19722,31,8250
492,12147,963,19813
493,17282,370,5981
494,10223,669,1383
495,9781,905,17050
496,15481,1173,13933
497,9637,1751,8902
498,18272,1883,4477
499,18771,564,7799
500,18219,1588,16098
501,12220,1053,3669
502,12729,901,4952
503,9528,90,375
504,15251,1898,6937
505,3878,153,6082
506,13429,1566,15867
507,294,1728,1669
508,6193,1145,19984
509,13273,1205,11032
510,10635,967,13959
511,10391,1212,19577
512,13290,582,1307
513,15885,1234,19458
514,10263,246,14647
515,16126,1029,11091
516,1467,465,13984
517,8034,526,7797
518,4093,534,11451
519,17511,1794,9850
520,9842,767,1227
521,2805,1672,15414
522,13082,1258,16077
523,41,138,9671
524,18113,1629,14423
525,4052,854,8198
526,1722,984,11603
527,6443,1168,12000
528,8888,1405,15800
529,13270,187,2922
530,11175,1783,2310
531,11974,1488,16210
532,11597,1222,1807
533,11887,1116,3664
534,12204,1513,2522
535,15959,914,12520
536,16967,1876,13830
537,3119,889,18212
538,2942,1279,325
539,9244,1763,5237
540,15060,1117,5443
541,18607,663,1672
542,15361,562,17788
543,16132,1744,14112
544,3991,1463,5834
545,16489,1184,5300
546,8058,1375,5871
547,3933,1274,11739
548,3292,1508,1397
549,13212,668,8542
550,5803,1678,9828
551,3242,433,19868
552,9991,1196,17381
553,17081,988,15790
554,8494,1466,9024
555,11572,1752,19648
556,14861,623,15844
557,8312,1898,17606
558,3889,1753,7749
559,247,1018,13410
560,8338,882,4631
561,18695,23,18818
562,778,1733,12861
563,7735,373,18826
564,13982,135,13116
565,15949,1760,18967
566,14899,1006,12700
567,12340,125,19657
568,19591,1874,7865
569,9513,1221,14097
570,2450,648,3770
571,3675,1711,4891
572,14402,855,17701
573,11619,1714,10963
574,11791,729,9413
575,15050,1552,15282
576,11833,1915,582
577,13647,376,14276
578,17326,946,12070
579,19433,1375,12820
580,4388,444,5829
581,10422,420,12275
582,5717,221,5238
583,4440,822,9982
584,13745,1719,8331
585,15082,495,9813
586,17794,1457,1623
587,1288,1511,18905
588,19496,1104,2579
589,6938,1850,2810
590,12590,728,781
591,17397,1601,11209
592,10212,1814,11159
593,12565,1249,8997
594,13110,1612,1844
595,10839,1822,746
596,9389,1285,12079
597,6782,837,19682
598,15092,340,2885
599,12594,1469,3066
600,116,967,4366
601,16647,1657,5952
602,5083,1352,13409
603,4307,1756,2132
604,3449,586,4513
605,10324,1868,18376
606,17960,32,5693
607,119,40,7966
608,6181,824,18245
609,9161,883,1031
610,12151,830,3010
611,10597,598,3025
612,2187,1820,7006
613,13010,832,6560
614,9247,1232,8807
615,5172,1092,7070
616,949,84,14659
617,7751,1447,11709
618,8717,202,2888
619,3442,753,8653
620,16871,1915,18994
621,16835,445,9319
622,9629,1411,6425
623,20000,960,10079
624,5761,322,14810
625,243,122,18923
626,18284,1203,19056
627,6271,1920,12232
628,3441,389,3345
629,19242,666,5555
630,12583,1863,8311
631,3364,1192,14126
632,15822,401,4720
633,6033,915,5792
634,8760,761,4412
635,4145,208,17316
636,3394,1648,4747
637,10859,1247,5236
638,10890,412,15864
639,16082,280,14489
640,6,455,12253
641,2979,854,15070
642,2363,570,6983
643,13428,1282,6865
644,14631,1908,7941
645,14800,721,17285
646,5907,1918,5033
647,3910,393,13092
648,15397,1706,14185
649,2709,431,17584
650,12009,397,12514
651,12067,1065,1846
652,5676,890,18414
653,823,462,2411
654,15727,1323,20000
655,19241,1703,7047
656,9771,960,10838
657,5735,349,18112
658,13088,654,6987
659,4936,1601,11984
660,16177,252,18251
661,7531,1724,5961
662,19261,894,16281
663,5662,1112,11011
664,8531,1102,9857
665,4102,961,8352
666,9227,1134,14923
667,18553,1123,4916
668,12543,567,2977
669,5958,506,5604
670,14030,1381,16938
671,17295,1053,289
672,5020,1572,10475
673,16199,1555,9623
674,6684,431,10015
675,18842,1435,1016
676,5556,1402,17444
677,15649,1864,2376
678,17037,1551,9585
679,5194,1097,18185
680,6069,279,16913
681,5487,1002,4814
682,13837,454,4794
683,15106,1908,17756
684,17410,1924,18966
685,2224,1826,2232
686,18925,1253,954
687,9032,1726,19746
688,1206,150,7732
689,18175,1659,14166
690,1956,1115,16053
691,3615,674,14750
692,2425,1453,4721
693,11355,165,15320
694,6503,1853,10237
695,7071,1556,2718
696,5096,1621,1607
697,679,4,8134
698,15569,1071,13410
699,7995,206,15579
700,4618,1800,7116
701,18727,704,18622
702,19902,1629,19535
703,3848,1146,18867
704,2415,902,14445
705,1543,913,5641
706,14620,642,13730
707,12655,1984,3609
708,7608,279,1940
709,8720,122,1891
710,17543,650,1022
711,4168,1913,6573
712,9075,926,6386
713,16184,1388,7444
714,18652,166,1866
715,2041,1878,19466
716,6169,287,7471
717,6929,165,3298
718,7857,1929,5706
719,11514,1014,4239
720,10669,332,12162
721,11472,272,17024
722,6201,1270,7888
723,3513,1269,16647
724,16779,1818,7851
725,8733,524,16014
726,3361,175,7849
727,4928,1841,15738
728,2663,529,7882
729,19730,1056,13450
730,7132,1746,6397
731,14100,990,2483
732,7233,850,2844
733,4291,748,18779
734,2909,1875,17090
735,16412,312,13246
736,18987,1174,11572
737,7612,1121,4345
738,4528,1545,12050
739,9587,777,17975
740,14802,685,3626
741,10368,1823,8924
742,4964,1449,8518
743,3896,592,12158
744,5688,1844,17012
745,13402,1518,4208
746,8248,417,14788
747,14510,1914,10609
748,14947,1616,264
749,1779,1463,13444
750,2887,145,8346
751,17156,1402,2233
752,3043,866,3302
753,7579,1546,4676
754,4683,432,5739
755,6513,1972,12998
756,19910,780,10142
757,4372,790,18233
758,17318,1158,15990
759,14652,1085,11770
760,19052,1864,14942
761,537,707,18545
762,10410,1392,17668
763,14872,1311,15677
764,4698,829,12700
765,13927,756,19824
766,17119,919,19619
767,13694,259,13808
768,1958,223,10873
769,10921,620,2107
770,16593,1591,13125
771,4618,1710,600
772,1376,395,17529
773,10342,297,9133
774,15086,50,17078
775,19556,87,12797
776,13334,355,17631
777,19612,1483,15582
778,2887,1,2351
779,2376,1059,14643
780,13187,987,18605
781,9661,1845,11009
782,4109,518,17770
783,5835,250,19462
784,15556,361,3617
785,9588,1238,9170
786,6866,336,16431
787,13981,353,1414
788,11342,724,384
789,8867,813,1639
790,6130,1588,155
791,12027,1986,1936
792,14233,1258,7290
793,7426,266,13050
794,16062,771,13497
795,3873,318,18803
796,10350,611,7727
797,12151,1756,6295
798,8168,1105,12081
799,7282,998,10607
800,19435,1014,19012
801,14400,439,16398
802,10656,325,15635
803,12359,764,14144
804,12348,670,3075
805,15651,732,13926
806,7546,246,17965
807,19984,74,2156
808,19466,1320,18134
809,18799,747,12103
810,19721,1072,18061
811,7119,54,302
812,3922,1902,4581
813,19241,1022,5252
814,18923,170,19445
815,5097,1809,2419
816,19001,1013,8598
817,180,1650,14463
818,12745,999,16020
819,11259,351,16156
820,18717,1109,368
821,11461,113,18235
822,2248,444,6678
823,7307,181,11447
824,1688,1288,13146
825,5114,1578,13708
826,12983,1203,1220
827,14122,158,3001
828,15734,1826,17616
829,14094,422,18032
830,18606,478,16482
831,17363,1816,18490
832,17840,1821,4540
833,15854,1955,8663
834,1188,434,888
835,9467,466,6054
836,4582,1097,18281
837,1480,171,8804
838,17620,686,13479
839,3990,409,827
840,14363,1401,11102
841,1698,610,2127
842,13056,1661,7405
843,17919,827,945
844,14634,583,13737
845,15005,1832,13957
846,4112,438,999
847,14787,744,7787
848,18187,1601,9271
849,9601,766,19303
850,10875,1713,15603
851,11373,34,13469
852,4827,593,5041
853,5285,594,3884
854,1433,289,12182
855,4584,1,4953
856,14227,282,500
857,2926,571,10590
858,19957,1721,6540
859,10929,229,19039
860,11708,1058,5271
861,11455,337,17224
862,15012,1254,1556
863,19372,1141,5855
864,7120,92,4626
865,18657,182,14159
866,7945,1228,13550
867,12893,617,2221
868,11873,1095,13715
869,8405,1490,9377
870,8466,530,1553
871,17258,596,15373
872,15850,1665,18165
873,10883,40,19853
874,1345,1526,1798
875,17718,1717,2481
876,113,564,1273
877,400,517,4994
878,16092,876,11869
879,4420,1383,8301
880,7097,470,16247
881,6234,13,11554
882,4128,374,8081
883,484,1689,19425
884,12570,1869,309
885,1874,326,17853
886,7984,1183,427
887,17945,697,6353
888,14989,601,7822
889,9776,507,8992
890,25,1055,266
891,5836,1942,7050
892,1097,610,19178
893,19476,1127,458
894,13912,1959,2914
895,4428,1105,15285
896,3217,1111,15663
897,1518,1631,631
898,3199,1402,3836
899,18656,1876,18106
900,18988,735,19828
901,14900,459,4140
902,167,1202,11483
903,14395,1247,18166
904,13729,190,2640
905,1048,1088,3655
906,2793,1380,5643
907,7179,720,6433
908,17178,1249,4968
909,4456,362,646
910,11986,952,993
911,246,1899,14973
912,5429,1386,1615
913,4204,636,3977
914,1664,1219,3276
915,17425,1664,17564
916,11695,1722,11003
917,17740,1679,2969
918,13477,800,9853
919,10284,1164,11408
920,19977,836,13976
921,929,599,10858
922,8694,1074,4215
923,18397,1574,7190
924,6269,1440,19893
925,17201,102,17106
926,11503,1206,14847
927,12527,520,14817
928,17193,1927,1973
929,10848,262,17509
930,19593,159,10650
931,9602,1928,4737
932,11735,7,244
933,12694,931,14993
934,3817,1246,2913
935,7291,1247,10279
936,5129,1932,13363
937,2173,53,18627
938,13728,1426,17278
939,17612,61,9291
940,2570,1278,4809
941,9374,940,14237
942,11335,1141,2141
943,15998,1377,11921
944,13355,1494,12019
945,7429,317,19614
946,15431,304,8282
947,10883,858,6830
948,9692,50,7965
949,8453,881,14351
950,5212,572,661
951,9627,493,8354
952,16737,1916,14620
953,13087,1146,5916
954,6858,702,8080
955,18553,209,1149
956,8034,484,10684
957,6838,286,17901
958,19645,1656,15256
959,13044,1045,12052
960,2740,1511,14365
961,61,1922,13065
962,11507,1013,5196
963,16420,359,5371
964,5760,1799,19461
965,17764,1197,16821
966,12065,195,13439
967,14477,1939,15664
968,10150,1127,6086
969,1644,1753,15173
970,6828,1053,7811
971,9830,798,16204
972,11715,1212,18353
973,7125,281,3782
974,14864,1122,17459
975,13939,87,18930
976,14622,221,1510
977,3830,1433,17068
978,805,867,9930
979,7093,1993,4727
980,3746,375,3625
981,7050,1263,18090
982,12813,1931,13738
983,10810,176,3426
984,8645,1247,13130
985,3004,398,9820
986,1886,542,5727
987,1397,1674,1477
988,19196,1748,7396
989,3003,714,7250
990,17480,1417,9678
991,4018,1524,16655
992,7675,849,5695
993,17618,439,19413
994,1996,1947,7585
995,3342,397,18795
996,4991,538,6627
997,14016,88,8414
998,15987,1601,6265
999,6989,863,19949
1000,17833,797,16730
1001,10202,157,88
1002,3602,432,10953
1003,1369,1218,7475
1004,16283,910,17496
1005,15070,1938,5322
1006,19654,201,16501
1007,4996,234,6336
1008,18278,4,5508
1009,13382,687,9843
1010,8908,1709,10182
1011,8731,61,15359
1012,11655,406,8119
1013,5050,1682,387
1014,11610,207,11667
1015,4551,1442,16352
1016,8621,276,2558
1017,8321,1820,15034
1018,2502,1975,9008
1019,7813,244,7753
1020,1818,1249,5137
1021,1602,123,7578
1022,14318,1308,13706
1023,9699,47,17693
1024,2982,537,7132
1025,14775,350,7329
1026,8063,1745,12879
1027,6496,1554,10429
1028,12007,179,3579
1029,4660,299,7597
1030,18756,387,13670
1031,13969,472,18808
1032,3161,665,756
1033,815,1710,8527
1034,13308,1018,13914
1035,12756,568,5945
1036,3070,101,10920
1037,2334,472,14523
1038,4025,577,12911
1039,17087,1720,367
1040,691,1671,872
1041,16826,1923,12177
1042,990,282,8380
1043,17594,1786,2008
1044,4946,538,17006
1045,802,1662,12830
1046,15578,1687,14013
1047,13548,444,1448
1048,17596,1756,14537
1049,12855,318,3686
1050,9346,653,11192
1051,15729,888,220
1052,14305,1518,15767
1053,14308,11,114
1054,14936,835,6846
1055,5056,656,19797
1056,6437,523,3184
1057,18408,21,17682
1058,18796,60,9583
1059,7382,517,7424
1060,3002,1729,13671
1061,7914,1180,19207
1062,3840,187,382
1063,481,1788,13391
1064,5905,1898,17490
1065,17074,1064,12465
1066,16990,67,12102
1067,1974,1865,18454
1068,9743,122,7495
1069,1631,1837,13498
1070,936,1415,6458
1071,19374,1445,10466
1072,12205,1718,9905
1073,2180,956,19158
1074,6026,1177,3784
1075,3047,975,5770
1076,1126,1875,14642
1077,7023,1796,547
1078,17327,977,8093
1079,4371,1834,4093
1080,13364,647,9248
1081,14647,746,361
1082,122,494,6546
1083,97,560,4809
1084,19401,1077,6143
1085,14339,1799,9046
1086,2787,1624,3115
1087,10301,631,14815
1088,11875,1809,19426
1089,15921,1864,9103
1090,16203,888,9660
1091,115,1995,803
1092,15033,305,1093
1093,3380,256,13278
1094,8456,1988,8427
1095,2456,607,2716
1096,4431,332,4415
1097,5677,598,7856
1098,2182,22,16954
1099,17611,1835,15758
1100,13480,190,6893
1101,380,1340,14295
1102,6948,1860,18672
1103,14672,1678,9502
1104,7269,797,4059
1105,13600,1596,17461
1106,10117,252,4797
1107,12787,176,11792
1108,13968,1753,14924
1109,3959,1435,9660
1110,11031,1837,2961
1111,5889,753,9036
1112,3266,394,16181
1113,1797,605,11600
1114,3286,1047,10825
1115,12652,195,19765
1116,8558,1637,1469
1117,17538,49,13057
1118,14403,1959,3451
1119,2939,1059,10886
1120,13886,208,9624
1121,20,810,8603
1122,2843,367,12408
1123,4023,1186,6476
1124,509,731,2734
1125,8327,399,12228
1126,15548,6,12246
1127,9601,1967,7763
1128,5984,137,3884
1129,416,1662,4110
1130,5748,439,9011
1131,8995,910,140
1132,14917,1087,8814
1133,6130,815,15920
1134,1430,1342,8097
1135,9320,769,12848
1136,12334,129,5277
1137,10864,115,8177
1138,12472,36,15022
1139,13824,506,3843
1140,8742,1630,2568
1141,5142,1570,3869
1142,5470,1077,412
1143,1406,568,838
1144,822,1788,9378
1145,3653,703,8810
1146,9137,1780,19211
1147,146,1386,6569
1148,1523,1176,9856
1149,17925,909,6565
1150,8377,116,8559
1151,7389,282,8438
1152,13885,657,12633
1153,4046,1529,15835
1154,4131,338,4382
1155,18709,245,13991
1156,12292,1251,17337
1157,10786,881,7052
1158,7496,1250,3126
1159,8480,1918,1527
1160,18573,793,9266
1161,16839,11,6502
1162,3591,117,5024
1163,19376,498,13803
1164,5783,469,17902
1165,1622,609,11475
1166,9480,812,8948
1167,16409,937,4970
1168,10159,242,109
1169,11761,653,17071
1170,15207,1547,19881
1171,8687,1067,19142
1172,15980,129,16744
1173,686,952,562
1174,11075,546,17174
1175,4884,1393,17797
1176,2981,427,6830
1177,2919,922,8895
1178,5142,670,9863
1179,5235,1226,13132
1180,12477,356,8969
1181,4741,541,5307
1182,4071,1978,12653
1183,12531,421,3959
1184,5664,894,1221
1185,16564,1031,2606
1186,14920,1789,5781
1187,19781,1700,4333
1188,4112,1466,8329
1189,15327,1407,5022
1190,10302,1520,13894
1191,8892,1987,5601
1192,8266,260,13505
1193,8531,1080,13961
1194,15469,934,16673
1195,11155,1684,10000
1196,8033,1738,3333
1197,4528,1599,5256
1198,2932,1426,10137
1199,15922,878,15713
1200,3619,699,2200
1201,14340,1251,16616
1202,14567,1326,1618
1203,18701,169,10836
1204,7462,1533,15635
1205,5240,1973,12302
1206,9862,1850,12834
1207,11744,1830,1902
1208,6343,781,17486
1209,12326,1287,18474
1210,17255,605,4275
1211,190,1842,727
1212,12027,80,14437
1213,18695,1257,7409
1214,5171,1396,17738
1215,19579,1147,838
1216,9360,194,16417
1217,6253,457,1125
1218,6595,1629,1999
1219,7699,1053,16590
1220,12109,1455,2962
1221,5780,1899,19420
1222,16357,1319,1717
1223,13185,1564,13909
1224,7027,509,147
1225,14955,661,1524
1226,6829,698,13913
1227,6379,486,2696
1228,12301,1985,19962
1229,16965,1539,6357
1230,1784,1778,17437
1231,14411,264,11614
1232,13059,542,17675
1233,8942,509,11675
1234,493,931,10315
1235,1898,525,3172
1236,630,317,9286
1237,14077,914,6164
1238,14241,305,2106
1239,4778,1029,9564
1240,3135,648,10387
1241,8431,1670,17674
1242,18852,1688,3288
1243,13848,1262,6915
1244,4904,412,8603
1245,4608,561,19272
1246,11008,1000,5042
1247,19978,1366,15780
1248,4363,678,19669
1249,19042,456,7307
1250,3837,1153,10854
1251,12938,272,11900
1252,9282,1859,17269
1253,19162,1193,487
1254,956,432,2409
1255,16310,172,19928
1256,10366,354,2016
1257,15640,37,11553
1258,13746,1354,19610
1259,16326,95,17232
1260,1604,366,2252
1261,15276,1200,2827
1262,10998,413,4352
1263,12147,1312,306
1264,82,269,4816
1265,8556,837,5799
1266,7202,1892,16927
1267,266,922,13740
1268,19017,1352,6144
1269,4038,128,8335
1270,16926,308,19368
1271,7277,1974,161
1272,1743,1638,16720
1273,6929,178,12925
1274,18580,605,4786
1275,18820,648,8347
1276,1339,661,19822
1277,5593,1076,4729
1278,17514,1486,15876
1279,13830,684,5628
1280,17630,10,17998
1281,2962,150,306
1282,16892,1588,4689
1283,17897,1361,611
1284,3316,877,7708
1285,19875,1204,7866
1286,15949,1271,3823
1287,10718,746,3515
1288,18508,1768,1404
1289,3127,1275,9128
1290,4418,913,14544
1291,12929,1757,11997
1292,6851,886,12444
1293,6334,900,18841
1294,4958,1377,19154
1295,437,479,9849
1296,9015,1971,18286
1297,13382,1183,16996
1298,4657,298,510
1299,8078,1765,506
1300,9969,44,17766
1301,2972,114,19977
1302,13306,1522,2950
1303,18930,1557,12547
1304,5356,1058,11645
1305,19867,566,5200
1306,7065,601,14972
1307,15220,657,14203
1308,9252,1726,19472
1309,12534,292,5633
1310,15135,97,4023
1311,16582,1721,17827
1312,4342,45,18716
1313,11537,1778,19885
1314,1095,312,11732
1315,19331,116,6407
1316,15598,1979,4704
1317,713,960,6326
1318,1910,1345,17551
1319,2238,348,7758
1320,18327,1002,15505
