41,1278,65422,1749,1077.9,2304,2018-01-27 22:33:37
42,75519,45691,1441,460.33,2068,2016-12-01 16:14:06
43,50432,28698,1807,718.37,3778,2016-01-08 13:55:35
44,26588,30942,1487,1046.26,164,2020-01-26 02:40:48
45,9594,78629,1096,224.27,1142,2016-12-24 17:34:14
46,987,95532,467,1106.08,2012,2019-04-16 17:36:25
47,95214,2839,1551,968.49,4586,2016-02-12 07:16:04
48,35522,88748,1284,1138.15,116,2024-03-11 23:36:23
49,72479,68958,805,1499.12,1972,2022-11-21 09:09:18
50,64578,46789,1703,1215.54,687,2020-09-16 04:48:42
51,2775,99513,502,37.58,4221,2024-02-29 00:37:34
52,26508,37836,1157,479.69,4434,2021-06-27 17:17:30
53,46400,46867,1144,887.22,4685,2016-08-26 20:00:16
54,14785,18456,1980,1093.42,219,2019-08-27 08:33:49
55,94295,43861,1273,76.81,1985,2015-12-26 23:10:55
56,25561,47200,88,60.71,1347,2021-06-18 04:33:37
57,32695,91930,1651,106.91,1587,2016-12-02 10:56:52
58,83330,73124,661,389.61,1030,2024-01-27 04:18:16
59,15945,9635,1816,1309.08,4679,2017-09-24 03:02:13
60,32761,17198,974,1447.15,1416,2020-08-15 08:45:10
61,45212,83381,700,1442.16,3951,2023-04-22 17:54:52
62,81165,50563,1201,752.74,4686,2024-05-27 06:45:28
63,81183,38532,1753,348.06,411,2018-01-03 21:09:30
64,23164,90242,41,1359.23,543,2019-05-06 11:49:43
65,19238,96296,1927,178.03,400,2020-02-18 17:02:15
66,22503,6861,728,1228.64,1531,2019-05-09 08:59:18
67,43491,40671,1242,976.4,1751,2018-10-30 19:08:04
68,7510,807,301,1165.06,1157,2021-06-16 18:00:48
69,54029,60191,1931,872.86,1797,2020-04-17 01:50:26
70,39694,30630,1358,1092.39,4864,2023-09-03 05:30:18
71,89118,60852,1730,1238.92,993,2016-05-05 15:07:35
72,360,42811,1167,128.21,3693,2018-06-25 16:04:31
73,6542,50859,977,1468.55,3255,2015-02-01 19:58:02
74,29174,56409,174,286.92,4652,2018-01-09 12:21:47
75,71584,59293,1819,1493.53,3898,2016-02-20 17:18:35
76,22868,64170,1114,768.29,436,2019-09-06 23:44:29
77,43068,24277,629,1343.64,3670,2022-04-20 07:06:25
78,17813,93612,291,1092.47,4985,2021-03-07 16:50:26
79,72246,57825,288,603.17,1395,2017-02-20 07:44:40
80,90415,16552,1207,532.32,395,2018-07-22 15:40:34
81,45321,29987,1971,87.63,4838,2016-05-26 03:02:58
82,22313,90860,1479,1321.45,4808,2021-07-10 14:36:16
83,58885,37704,1534,1247.84,3102,2019-03-09 18:55:19
84,27271,88793,494,1430.09,1306,2017-05-03 01:48:37
85,8101,22454,150,1271.08,683,2020-04-14 07:24:23
86,88320,90079,957,1107.06,990,2018-09-07 22:00:27
87,37126,83653,193,728.36,4961,2015-01-04 11:42:42
88,36938,66331,664,692.13,3771,2016-07-05 19:30:58
89,13111,77338,509,1088.01,4034,2015-11-12 05:26:59
90,84912,97149,1027,1416.78,595,2015-02-11 20:57:52
91,16382,4460,146,606.23,3835,2018-05-20 04:59:44
92,8351,9592,583,258.91,3908,2022-03-30 00:47:50
93,2404,80925,1069,37.52,467,2018-05-26 22:20:43
94,75996,47421,1677,289.82,240,2016-06-04 19:35:56
95,5058,49628,166,1412.62,4888,2023-07-27 09:50:50
96,40167,62578,1367,555.49,2382,2018-04-16 17:34:08
97,35753,31050,1042,875.12,1448,2023-12-03 08:17:30
98,20740,26214,295,1148.84,3888,2015-11-12 19:53:09
99,19179,12669,1387,1482.78,93,2018-07-10 03:47:00
100,24534,80034,581,850.23,4087,2022-03-06 07:57:42
101,31209,49297,808,903.26,3320,2022-07-25 06:20:42
102,70361,75589,245,922.09,3866,2018-12-19 01:49:53
103,86734,5260,1176,330.72,3581,2022-08-05 22:38:32
104,93916,78016,799,295.61,4783,2017-07-30 16:59:23
105,61380,13787,1320,1011.04,1149,2019-09-21 09:36:40
106,75158,96895,1861,1492.98,4253,2021-04-25 06:55:15
107,71283,69813,949,269.88,4925,2022-01-25 22:28:03
108,68597,79467,513,1390.65,2177,2018-01-04 19:29:47
109,27273,17965,1063,1483.02,3260,2024-03-24 15:15:31
110,60095,43164,1121,781.23,57,2018-05-09 09:42:53
111,75290,95466,165,609.72,373,2022-09-18 16:22:58
112,17503,25771,976,1414.08,3465,2018-09-06 16:00:51
113,47436,91915,1668,275.35,2336,2023-07-29 01:37:57
114,70800,91989,716,599.07,610,2015-11-18 14:43:50
115,20550,33787,1238,670.83,3177,2020-06-12 20:59:27
116,29238,52043,1910,365.46,3071,2022-11-07 21:38:02
117,75001,15724,68,171.5,1466,2020-07-27 18:12:17
118,32711,59841,738,1044.84,3107,2022-02-25 01:53:17
119,26914,72054,456,718.61,65,2017-09-21 16:50:13
120,34662,87863,1712,425.83,155,2020-06-22 19:25:37
121,74531,98036,1875,1156.22,2186,2023-10-20 01:32:09
122,85889,15108,1595,945.72,3347,2021-09-27 14:12:16
123,866,98762,617,368.42,4424,2016-01-14 21:19:30
124,31109,56009,1701,1208.83,2138,2016-08-03 13:00:10
125,31513,59350,1992,174.18,288,2015-12-13 05:12:17
126,28391,88370,488,331.69,4826,2019-01-01 09:12:01
127,54253,95995,753,1022.94,2157,2019-10-09 02:52:55
128,68234,74341,275,1263.41,2215,2020-11-08 03:50:23
129,92434,82198,1018,1118.92,3461,2016-09-17 01:22:01
130,41616,19738,241,502.18,2285,2018-07-15 01:18:28
131,73466,37619,328,1352.7,4707,2015-12-25 12:34:54
132,67027,10523,1327,467.66,53,2018-05-05 13:51:48
133,36919,19356,1650,281.76,3200,2015-06-11 21:27:03
134,94609,88043,885,378.24,99,2021-05-15 10:06:44
135,31385,74123,1392,626.57,3417,2020-04-04 05:40:16
136,44408,57124,1352,459.87,1151,2021-02-22 01:05:37
137,61011,75211,977,242.48,880,2020-01-25 08:06:41
138,33620,70692,1419,459.18,2799,2015-12-25 07:53:35
139,64703,95195,316,1379.11,1896,2022-11-06 08:53:52
140,57549,82737,1789,1172.97,4138,2021-09-02 13:46:16
141,93299,21066,1586,22.79,2204,2015-05-20 11:48:55
142,95956,6943,1835,1462.03,251,2022-07-27 22:01:19
143,70041,93165,146,602.65,2701,2021-07-20 13:27:41
144,98529,84054,1781,1390.31,3854,2019-01-14 16:40:37
145,63394,38543,343,772.38,3465,2023-02-21 05:42:37
146,99259,43172,1741,254.58,1676,2019-08-26 23:46:16
147,12925,57322,8,958.6,843,2022-01-10 14:50:46
148,78323,96216,42,1109.26,2343,2023-04-13 03:28:57
149,45030,88672,202,89.26,457,2017-08-12 22:10:04
150,32432,67251,488,303.28,3838,2018-07-24 07:59:25
151,17915,21987,1785,373.67,1326,2015-11-09 10:03:44
152,50189,29269,1784,65.95,3153,2022-01-25 01:12:32
153,33931,73360,1868,723.53,310,2016-05-31 12:46:47
154,29351,54905,589,1186.35,3195,2016-08-03 10:11:25
155,3160,6843,1362,553.23,2419,2022-02-02 10:28:11
156,82933,90845,1743,773.02,3937,2022-03-17 21:29:03
157,68845,29009,426,1016.78,1796,2021-05-15 23:04:08
158,10371,96107,744,1040.51,4990,2022-04-12 08:42:25
159,43983,32809,678,1297.46,3539,2016-08-12 11:27:12
160,60136,93187,161,270.95,1017,2018-02-13 12:55:37
161,87035,85232,1203,825.43,1953,2020-06-06 05:17:33
162,5057,53566,1104,1474.35,2529,2016-11-12 19:25:33
163,26297,43476,927,603.52,3209,2018-04-10 18:48:27
164,93145,3973,642,705.32,1726,2019-08-07 18:20:44
165,81892,31116,1826,918.26,3072,2019-10-22 04:57:07
166,84391,8054,1345,174.49,1741,2022-06-27 06:47:32
167,19465,14515,1947,473.54,3191,2023-12-02 11:29:27
168,18230,3185,584,508.17,4169,2019-05-13 20:29:00
169,45193,44189,959,691.48,2643,2018-10-13 20:39:35
170,8111,53877,151,829.27,967,2017-06-16 15:40:11
171,13234,10771,1716,419.05,3845,2015-04-17 04:17:24
172,4508,10935,606,1263.34,941,2017-05-23 13:37:04
173,495,38573,844,1308.99,3171,2020-08-26 13:19:13
174,73775,8,1191,962.28,622,2022-06-30 11:24:56
175,57802,8963,1027,1142.71,1112,2017-09-06 08:00:27
176,5406,52550,8,1330.75,3271,2017-07-23 15:53:57
177,16865,791,757,964.53,2486,2021-08-03 23:01:29
178,16462,60198,1659,1163.17,854,2023-02-23 08:52:40
179,310,74657,1083,849.71,2481,2023-10-24 13:32:06
180,14799,73564,1761,165.57,3010,2021-10-02 16:23:56
181,92265,51693,1647,67.39,2009,2015-10-29 09:19:49
182,56380,37390,815,130.6,2297,2021-06-19 23:46:03
183,64807,67874,1023,1454.08,1824,2016-04-13 16:57:41
184,35759,23806,1040,175.57,3312,2019-04-02 21:22:02
185,52087,96324,319,1426.19,3205,2024-04-14 08:07:16
186,91779,62927,295,587.61,1707,2019-12-03 00:38:31
187,97206,94666,83,1174.93,2919,2015-10-17 14:30:37
188,24712,91422,1884,60.58,3849,2016-09-20 15:35:02
189,63688,2182,1139,209.8,2295,2022-04-25 16:15:03
190,65597,38502,890,1350.87,2416,2024-01-14 10:37:20
191,18838,86669,179,115.43,4818,2016-08-04 15:30:17
192,97617,26112,1965,653.61,4225,2016-12-01 08:24:09
193,635,56622,460,1164.75,1937,2020-04-28 13:46:03
194,67110,39557,268,989.51,4066,2021-01-10 18:20:52
195,66726,33879,1066,972.73,4443,2016-11-27 07:49:03
196,33240,14558,1075,39.06,1841,2018-12-15 02:28:42
197,36830,25864,227,1233.92,2244,2020-03-15 14:56:45
198,7951,90143,1824,928.48,1729,2018-10-15 04:45:17
199,45716,76476,1969,235.64,3785,2021-11-29 16:41:13
200,89315,54045,847,17.09,2856,2020-12-16 17:47:01
201,88302,98844,957,978.34,2921,2016-03-27 02:22:25
202,39028,90657,795,306.64,1482,2018-07-01 21:24:42
203,16409,69665,331,1460.42,518,2018-06-02 23:28:55
204,89393,93045,170,346.17,4268,2015-07-14 18:40:47
205,42986,32158,82,153.64,661,2020-07-09 00:04:30
206,38913,59561,999,1174.79,1861,2015-06-17 04:11:51
207,62618,92092,331,924.87,4661,2017-07-25 11:57:01
208,35286,66090,317,1180.37,946,2016-04-23 03:25:05
209,20702,282,1764,1339.95,2505,2020-04-28 17:27:21
210,2780,83518,224,87.07,3010,2018-10-03 09:51:21
211,44695,7949,1373,290.97,1147,2015-02-15 19:34:56
212,73705,50575,7,1238.03,1759,2018-11-04 18:46:25
213,48884,90132,489,872.03,4159,2020-12-09 00:31:56
214,56811,77543,773,1375.96,2303,2022-01-25 12:46:06
215,74713,45042,1971,1304.87,2774,2023-09-13 07:03:58
216,81414,25653,1593,1483.69,4658,2017-12-30 14:15:13
217,1105,3705,1008,347.34,3782,2017-10-27 21:12:52
218,371,99353,595,111.89,2607,2019-10-19 11:39:06
219,19738,46965,1261,23.35,4085,2021-07-12 10:45:51
220,8695,59384,1474,1376.67,3484,2021-06-27 06:42:36
221,58080,56876,403,1007.73,4200,2023-11-05 06:56:49
222,93845,43344,1390,123.25,3613,2023-04-12 15:28:12
223,63811,94366,1181,80.44,2431,2019-10-17 12:46:55
224,2521,64672,581,1137.24,2737,2019-01-31 07:11:00
225,62020,75662,628,1197.53,344,2023-10-30 09:20:19
226,68897,87634,79,988.41,1149,2019-05-06 18:55:57
227,15227,70087,994,1412.14,1224,2023-10-12 13:46:09
228,42490,23750,1241,876.89,752,2016-03-15 02:30:01
229,25964,60815,817,767.61,3393,2019-03-21 14:48:02
230,22622,72478,427,1176.12,3419,2017-05-07 23:07:25
231,56988,13353,915,279.87,2183,2024-02-28 07:49:06
232,66508,66907,1270,24.79,1248,2022-01-20 17:31:04
233,93306,19180,1153,470.33,4044,2019-09-10 16:30:54
234,54868,88525,745,1354.05,3181,2018-01-31 21:45:24
235,73737,39941,424,617.72,1176,2018-08-29 16:57:15
236,56350,27740,467,365.74,658,2016-01-10 10:55:53
237,8048,95480,205,392.69,2406,2022-12-26 12:00:31
238,79024,89383,457,552.03,1643,2019-05-16 15:52:00
239,15846,65069,408,1180.1,3939,2016-07-10 17:00:52
240,87965,99505,1382,86.61,3649,2019-12-31 21:19:37
241,99294,5663,29,303.14,4620,2022-04-09 02:47:06
242,68067,73124,1352,1313.75,3351,2019-01-18 02:47:28
243,98957,9598,1092,109.76,1536,2015-02-23 21:43:34
244,49018,6635,327,785.14,1665,2016-03-28 02:31:29
245,40509,63049,637,1460.28,2224,2018-08-11 10:30:03
246,72967,6153,1705,1224.75,3951,2016-09-27 12:58:18
247,35661,89016,296,625.95,921,2016-09-08 15:12:48
248,70544,61081,1711,1420.9,956,2018-11-17 12:49:56
249,15321,67171,245,1491.09,4124,2015-02-01 01:35:19
250,26468,13433,1279,1244.11,1071,2016-03-24 08:42:40
251,50471,59635,958,539.7,1576,2018-09-09 09:22:42
252,57734,18487,1359,267.14,2015,2019-04-15 16:30:12
253,38928,6714,593,1028.11,2456,2016-06-14 01:04:17
254,9844,1886,912,964.77,4533,2024-03-02 11:49:00
255,60399,24142,1826,317.62,705,2018-08-17 05:46:57
256,6466,84329,70,84.73,2497,2020-12-19 17:59:16
257,95318,29491,1757,592.86,1338,2022-01-18 01:18:14
258,20682,92029,1128,904.21,2739,2023-01-05 10:36:24
259,29469,76367,784,1124.61,335,2018-11-04 17:12:07
260,34732,28305,436,994.97,45,2019-11-20 13:55:21
261,71484,32462,437,313.41,234,2016-04-29 23:02:14
262,81630,71377,1179,133.07,3107,2016-09-16 07:57:55
263,54935,65362,29,103.86,2309,2016-03-07 12:26:49
264,5919,51598,1676,829.35,2261,2021-03-25 22:05:47
265,64696,58493,345,439.73,3593,2015-07-01 19:53:34
266,88321,89219,1368,893.32,840,2017-01-13 06:18:39
267,26747,28514,1434,81.58,4001,2018-01-20 21:52:10
268,3017,67034,67,788.36,2169,2015-03-15 07:54:18
269,7118,95909,1831,1203.1,1561,2018-08-21 02:32:39
270,14180,25158,1514,326.97,4657,2017-09-18 23:38:40
271,18466,78629,701,185.58,1814,2019-03-06 06:31:21
272,9345,23285,334,588.61,3835,2020-10-13 11:46:40
273,61646,23043,56,1033.9,1794,2015-09-07 06:07:09
274,70717,99726,1518,1039.18,1592,2017-05-01 00:13:13
275,96430,51809,954,1144.24,3435,2022-09-23 03:19:19
276,30978,67332,1701,37.59,4540,2015-10-09 18:03:45
277,23069,25070,416,450.8,4762,2021-11-05 06:14:51
278,50777,32715,1120,1387.27,2200,2022-08-13 03:53:33
279,23099,85614,68,994.17,3995,2015-03-04 03:11:01
280,74054,39057,518,224.58,4853,2022-07-27 22:47:27
281,19163,37157,192,532.84,951,2016-06-16 19:07:22
282,76417,36574,1378,60.87,1399,2019-02-19 01:06:57
283,21248,79089,1822,591.91,2633,2023-12-15 00:19:59
284,39076,45509,626,84.16,4401,2015-03-12 04:22:36
285,48770,22596,1468,724.1,2317,2015-12-21 03:18:03
286,83752,551,645,274.75,45,2023-09-05 01:02:53
287,56621,38513,697,626.82,38,2017-07-15 01:02:28
288,57023,12240,952,1004.61,2211,2015-07-24 03:42:30
289,44677,24148,1855,500.34,104,2020-08-09 12:28:46
290,7010,49252,1863,1122.67,712,2019-06-20 06:54:33
291,11146,325,841,72.48,3713,2015-01-04 07:02:50
292,75007,93969,1806,1124.8,1938,2022-02-15 09:45:03
293,40821,17472,141,38.04,952,2024-06-16 12:54:54
294,49423,38779,139,331.48,769,2017-06-05 22:12:07
295,80668,79346,1350,1256.45,1107,2017-04-14 12:46:06
296,97866,28099,145,1197.61,1617,2019-03-22 19:54:19
297,52079,88244,1022,113.91,4346,2023-11-02 19:21:20
298,80249,43909,580,1108.39,2779,2015-12-29 02:28:04
299,33007,62850,1198,444.53,1225,2016-06-21 00:57:22
300,36840,58459,1375,1215.4,496,2017-11-24 08:29:36
301,27805,49456,482,1033.07,4284,2021-10-12 00:51:19
302,65110,41375,110,1425.63,4621,2016-06-24 03:09:18
303,4864,79538,998,829.99,323,2020-02-09 11:07:29
304,30549,56310,22,579.43,2587,2022-09-17 15:18:12
305,6630,41384,1171,1353.88,4830,2015-05-25 14:37:29
306,22412,59268,1194,307.69,4103,2015-08-29 11:42:35
307,16204,9926,552,596.66,2671,2023-12-13 15:04:19
308,40408,27233,277,702.04,2428,2019-05-09 16:35:07
309,53841,42523,814,1228.45,582,2019-02-14 16:28:49
310,1737,72921,1959,839.08,2642,2021-03-13 02:09:46
311,68633,71119,136,1111.21,4498,2022-12-01 18:27:39
312,73036,74697,524,1273.59,2654,2019-02-24 00:40:19
313,56422,37737,777,1020.05,4682,2020-05-12 02:41:54
314,30249,49968,811,257.02,400,2015-08-12 10:58:01
315,7031,77812,1525,1238.7,4512,2020-12-13 23:46:43
316,6178,17521,255,1195.16,153,2017-02-02 22:05:54
317,28643,34417,1915,334.02,3661,2015-06-01 21:28:56
318,81419,6161,277,654.55,1927,2022-01-01 11:57:06
319,17307,59761,1605,96.04,3365,2017-10-27 03:14:24
320,24439,44240,883,1335.81,728,2015-09-17 23:14:51
321,67545,86367,233,1199.27,262,2024-06-20 07:13:19
322,27444,66139,102,1053.94,61,2023-10-04 10:57:33
323,90000,72773,228,1146.19,2788,2016-10-31 11:04:07
324,63061,85899,387,464.65,3552,2021-02-28 05:21:18
325,51685,12220,1466,277.18,2839,2016-03-01 06:34:39
326,6265,11710,18,1059.87,449,2024-06-30 21:27:27
327,3344,42358,46,1023.37,4414,2018-09-16 17:00:37
328,11557,6204,1139,895.3,1228,2019-04-02 05:31:03
329,20663,77469,1893,1402.46,267,2019-11-17 08:56:07
330,8881,54690,177,234.47,1138,2020-04-14 21:45:48
331,64837,11494,1047,670.23,4710,2015-03-15 21:30:08
332,49279,29710,1971,587.02,1524,2016-09-29 21:01:46
333,40280,46359,1021,1424.94,2803,2015-10-30 05:07:27
334,84168,18712,947,967.38,3447,2018-07-25 15:59:38
335,66011,6698,1441,1185.91,4474,2021-08-04 00:32:22
336,46058,60481,743,378.45,760,2017-03-22 15:18:32
337,33238,71463,883,1365.56,1793,2020-02-10 19:06:16
338,8884,1248,58,1270.36,2858,2021-02-12 15:14:31
339,66468,51826,563,648.35,849,2016-07-12 03:07:40
340,94937,70207,619,293.3,2230,2017-04-02 20:31:08
341,85115,69214,1897,810.27,2543,2023-07-02 13:37:07
342,16703,90349,1942,1411.41,4874,2016-11-15 19:18:32
343,40071,96573,358,70.96,973,2015-02-07 17:49:19
344,16778,87976,760,41.0,1306,2020-11-20 10:30:52
345,36383,36948,1243,106.86,1401,2019-06-05 23:39:22
346,68504,73751,564,222.32,1762,2015-12-07 04:59:04
347,76713,59138,1701,676.83,3167,2015-10-24 14:59:20
348,21877,15755,430,63.46,2514,2015-01-28 07:38:10
349,49808,21406,1108,403.88,4758,2019-04-20 16:07:05
350,95064,96284,1014,1351.29,4631,2017-02-14 07:40:17
351,70202,66895,865,640.35,2619,2020-12-18 10:09:45
352,37751,17980,75,341.94,3402,2015-10-13 06:43:10
353,29599,24150,1524,82.83,3943,2021-03-17 12:59:53
354,22319,11449,864,1445.61,1700,2019-08-24 07:28:57
355,6243,45458,1607,1371.53,4807,2022-04-22 22:13:28
356,54745,43222,674,1492.76,964,2018-10-17 04:06:30
357,6760,96298,596,1162.4,3855,2024-06-18 10:08:08
358,92096,30740,102,1385.3,1349,2021-10-31 02:07:54
359,39890,72055,113,1412.31,3278,2022-06-03 13:48:45
360,21748,62522,1115,1393.39,1309,2017-10-28 03:59:08
361,72607,34557,192,86.61,1298,2023-05-16 06:54:54
362,46850,61952,1961,918.88,4577,2016-02-26 21:37:08
363,90606,53303,1145,701.54,872,2022-09-16 19:51:36
364,70828,22213,192,641.36,4509,2016-01-19 21:40:34
365,36081,7225,150,37.09,260,2015-04-03 16:46:21
366,39145,5102,907,347.71,369,2020-08-28 21:42:52
367,53687,9399,1295,990.66,2703,2017-07-30 14:27:44
368,74735,34775,1328,848.69,4157,2024-01-29 17:56:22
369,26352,88707,765,807.43,72,2021-06-09 03:45:33
370,50241,94312,954,822.13,4095,2016-07-25 03:01:31
371,63862,31649,103,1081.11,1757,2022-08-27 18:34:04
372,46985,74597,279,440.13,4068,2015-05-13 06:56:18
373,95069,33378,1936,929.0,933,2019-02-20 05:36:07
374,43738,8083,143,1375.97,3076,2019-09-21 23:23:08
375,12528,23144,1436,734.1,4201,2015-11-14 04:52:44
376,37823,42151,252,382.87,1092,2018-09-23 10:42:10
377,19521,59068,727,875.12,2306,2016-12-04 12:53:40
378,55814,10632,1023,291.1,266,2020-01-28 03:53:57
379,74905,50988,452,788.76,3988,2017-11-08 02:22:20
380,51900,80922,1,969.65,3017,2021-10-18 06:27:06
381,9651,2482,1189,42.33,1425,2018-09-03 02:04:42
382,85588,94910,144,38.81,4752,2018-03-21 10:59:11
383,37936,50984,1456,387.6,4950,2020-04-24 10:42:46
384,99812,71697,715,232.75,196,2019-09-19 19:32:42
385,45815,24293,1627,803.13,3757,2015-08-25 06:39:33
386,78074,47178,941,537.86,3382,2020-08-24 18:04:57
387,54377,5138,126,292.01,1973,2017-09-18 04:08:20
388,70622,75327,70,1470.66,2228,2018-11-11 22:47:57
389,43734,41714,1610,514.69,1371,2018-01-21 09:18:24
390,60087,76564,1543,255.87,4550,2022-09-19 04:11:30
391,50342,23821,1871,1334.72,3540,2015-06-14 19:07:32
392,42043,68301,1106,289.23,26,2020-05-14 21:52:54
393,7566,26450,291,635.02,3589,2017-04-14 00:29:32
394,57401,47045,986,1416.56,2807,2015-07-22 08:11:07
395,86275,9957,603,700.12,4258,2020-01-21 07:10:41
396,25118,4152,1229,190.17,4534,2020-08-17 23:48:23
397,21613,78572,1299,82.34,3259,2021-10-29 10:43:16
398,65912,88999,1028,234.75,4346,2022-10-01 18:26:54
399,24679,87185,1260,542.09,1457,2019-02-16 04:02:33
400,64074,79943,1589,1136.12,3858,2019-07-18 13:33:01
401,2247,32196,1292,499.72,4913,2015-10-07 02:02:34
402,60689,10514,718,547.58,437,2021-02-25 10:37:25
403,88033,40593,61,689.39,4112,2016-09-08 12:26:53
404,9261,68615,62,965.56,2265,2017-09-12 01:51:55
405,83107,49528,1827,914.5,3627,2019-09-04 19:52:13
406,73512,43752,1041,735.63,2355,2022-12-16 01:18:08
407,11641,3570,282,1161.21,2634,2019-06-20 20:52:24
408,9485,53624,266,1216.02,4292,2022-07-20 13:58:15
409,56651,59369,882,1010.12,2393,2019-09-24 19:23:10
410,11720,18455,46,1337.24,3922,2021-10-25 05:43:24
411,93836,95597,1878,178.43,984,2022-03-19 19:56:33
412,8235,21889,1353,1357.67,3045,2018-05-27 03:09:32
413,88462,89636,259,459.41,4093,2018-04-03 01:52:13
414,20156,3594,1262,511.18,4445,2021-03-18 19:34:18
415,99121,84380,1278,471.39,2724,2019-08-16 19:56:00
416,60102,72888,1231,1441.5,1629,2016-09-10 21:01:48
417,9333,35413,1374,1391.33,574,2022-01-01 19:46:30
418,96945,39026,1454,752.39,2022,2023-08-15 13:08:25
419,25734,17934,213,1355.57,4850,2023-06-22 05:47:13
420,63757,78521,1775,1069.01,2285,2022-07-22 12:16:13
421,41377,43024,362,411.09,184,2016-06-20 18:41:43
422,60719,44231,760,256.96,4534,2023-04-29 16:24:37
423,72818,69465,1461,527.28,3682,2017-05-19 08:13:12
424,76589,95512,136,457.17,224,2024-01-22 00:03:58
425,81118,98115,1589,926.02,436,2020-07-09 11:00:50
426,64294,69725,462,51.15,3764,2016-10-05 20:41:02
427,72621,5120,663,232.2,3507,2022-04-21 06:47:37
428,36511,75015,617,1443.79,4660,2024-04-06 22:48:12
429,70960,58151,1986,584.29,4683,2017-12-23 14:20:18
430,4668,42959,653,374.82,3833,2015-05-19 08:53:45
431,59859,50000,1009,751.11,3193,2020-08-09 21:30:38
432,10184,96906,1729,229.58,2029,2017-01-08 22:52:53
433,52869,84435,165,659.84,65,2024-06-17 09:44:13
434,37475,24803,387,11.88,3032,2017-02-24 07:14:28
435,29409,65801,244,919.67,656,2015-01-05 14:00:40
436,75137,2185,1937,800.07,4547,2015-06-11 06:38:29
437,39224,37621,1604,635.16,4325,2022-06-28 01:25:31
438,99006,70422,1566,1226.31,2541,2021-05-11 02:16:40
439,40813,1132,1029,888.38,80,2015-08-20 13:11:31
440,17180,29916,662,270.21,2441,2015-10-30 06:46:12
441,70322,64269,495,859.91,3364,2021-11-16 22:30:11
442,41966,6514,320,659.48,2198,2018-01-12 09:35:47
443,89990,48223,1481,885.12,298,2020-09-09 08:53:42
444,43469,59559,988,1210.42,3444,2019-08-28 00:57:12
445,59405,72358,941,75.01,4133,2016-07-23 00:48:07
446,3524,67777,58,952.91,3781,2024-02-01 06:39:18
447,4524,53591,1609,771.74,3549,2015-06-26 21:35:17
448,23867,27846,504,1149.65,966,2023-07-02 22:26:20
449,19980,47690,356,233.08,4919,2019-11-10 07:47:02
450,67385,20365,1685,872.72,1691,2021-10-03 16:36:20
451,96797,33753,424,954.88,36,2020-07-31 10:26:24
452,77895,29121,657,359.86,532,2015-11-16 05:03:50
453,43357,30783,1061,1166.81,1508,2023-12-30 08:35:11
454,5552,66333,698,524.72,3109,2018-12-11 19:24:22
455,86086,22279,1972,1266.13,2943,2020-03-14 13:49:50
456,46100,8814,140,443.35,3879,2023-02-24 03:35:44
457,8280,89770,46,882.31,3271,2022-10-25 18:38:54
